Whirlpool,LintEater,GE,Napco,Dundas Jafine,LG,Frigidaire,Deflecto,Samsung,ERP,Supco,GARP,Certified Appliance,Napc,Edgewater Parts,DR Quality Parts,Lambro,Heartland Products Inc.,Maytag,Kenmore,Builder's Best,Ansoon,Electrolux,Broan,MagVent,Think Crucial,XPARTCO,Dryer Dock,Femitu,Wadoy
NA,0.004172007026783494,0.062376388670678705,0.09216016211116856,0.008625753448803498,0.037891172281394776,0.009223605477008769,0.0011088487458699066,0.03796775526625383,0.03624346169521687,0.0800351184072529,0.10082068802781649,0.023882824866177967,0.08836456511931995,0.05950129807717421,0.10325717391289146,0.0036084782683416822,0.004313526939496638,1.1773588082259283,1.089579917104529,0.03381988674903215,0.08613242093226416,0.015507655387361085,0.008545885361314575,0,0.08211618258621091,0,0,0.056516788522827065,0
0.004172007026783494,NA,0.10475132916077798,0.003371194828401903,0.07435939054121099,0.16448939534003423,0.4884385296252862,0.13519114468469606,0.005395150565986325,4.106371526441931,0.07564266428786565,0.007925265035190438,0.06862829672376095,0,0,70.47145669291338,0,0.12749245896501743,0.04446148687250056,0,0,0,0.028646933615005442,0.03157323328535546,0.18237954630671166,0,0,0,0,0
0.0623763886706787,0.10475132916077798,NA,0.2153595925696959,0.10106908466872289,0.004756883958314233,0.025731951263866158,0.005568225519393988,0,0,2.121692788086231,0.08617599224886674,0.026651256367450023,0,0,0.0157126993741167,0,0,0,0,152.33829787234043,0.3538840469874952,0.311494684177611,0.42914254204576785,0.29746774964166267,0.23563251017125555,0.19955128205128203,0.06679540821800237,0,0
0.09216016211116855,0.003371194828401903,0.2153595925696959,NA,3.989966103713016,0.0061236006179791426,0,43.69644199383539,0.07551971951837574,0,0,0.013866939051240217,0,0,0,0.18204452073370278,0.11663339202007947,0.2788440118580462,0.10372645387476594,0.20780482693178395,0.0437251141998681,0.05061774303925616,0,0.3314645753860968,0,264.2029520295203,0,0,0,0
0.008625753448803498,0.07435939054121099,0.1010690846687229,3.989966103713016,NA,0,0,0,0,0.05859247773372915,0,0,0.21621504638169434,0.19534360902358205,0.11543031442302576,0.40366526293800253,0.024501099656192755,0,0,0,0,4.572291420076603,0,0,222.35714285714283,0,0,0.09031576902554736,0,0
0.037891172281394776,0.16448939534003423,0.004756883958314232,0.0061236006179791426,0,NA,0,0.0074414456062222994,0,0,0.11241898183685832,0.1439583303174044,0.07123413874136672,0.004596988699211233,0,0.12599187728172834,0,0,0,0,0.22696409098978013,0,0,0,0,264.2029520295203,0.17778853794199442,0.08926621151899301,0,0
0.009223605477008769,0.48843852962528617,0.025731951263866154,0,0,0,NA,0,47.55204312004612,0.5262896481622659,0.09459655853970468,0.015574602080761096,1.945941225920269,0,0,0,0,0.15659131807115292,0.014562498601695863,0.012283959703931847,0,0.3411068022219893,0.6192613734647985,0.06204720506367727,0,0,0,0.09657556604053533,4.513727344365642,0
0.0011088487458699066,0.13519114468469606,0.005568225519393988,43.696441993835386,0,0.0074414456062222994,0,NA,0.11471516515609571,0.2575984460560036,0.014621482116207282,0.101107252852154,72.6274158826506,0,0,0.17206145687143137,0,0,0.126049168224515,0.05316336658750833,0.05313508820102561,0.30755531347884285,0.3045547738351468,0.6041973738987589,3.17985450196821,0,0.10405621439367516,0,0,0
0.03796775526625383,0.005395150565986325,0,0.07551971951837574,0,0,47.55204312004613,0.11471516515609571,NA,0,0.05776727959646248,0,0,0.03543292162276734,0,0,0.33598131742596343,0.08925057761262589,0.0415001108520538,0,0,0,0,0.088410854436163,0,0,1.0962945950084215,1.1008816016820968,0.29234522533557905,0
0.03624346169521687,4.106371526441931,0,0,0.05859247773372915,0,0.5262896481622659,0.2575984460560036,0,NA,1.9571671408991855,0,0,0.008375403949268674,0,0.15303247924628316,1.8089446525207635,0,0.04904763372688444,0.8481534001441152,0,0,0.0948054871428193,0,2.897161470451373,0.5737306232997184,0,299.5774058577406,5.528213294727952,0
0.0800351184072529,0.07564266428786566,2.121692788086231,0,0,0.11241898183685829,0.0945965585397047,0.014621482116207282,0.05776727959646248,1.9571671408991855,NA,0,0,0.05419494405580643,0.48570165771226526,0.20629817533054273,147.59953028679885,0,0,0,0,0.2065014247643659,1.2269206603073057,0,0,0,0,0,3.5398933125162633,0
0.1008206880278165,0.007925265035190438,0.08617599224886674,0.013866939051240217,0,0.1439583303174044,0.015574602080761094,0.101107252852154,0,0,0,NA,135.33928792702187,0.010409915030062684,0,0.4279643119002837,0.5483815624803736,0.06555280278768102,0.06096203868078349,0,0.8223389898641857,0,0.4713406405319114,0.12987208509279816,0,0.1782745965111473,0,0.4042879971089616,0,0
0.023882824866177963,0.06862829672376096,0.026651256367450023,0,0.21621504638169434,0.07123413874136672,1.9459412259202689,72.6274158826506,0,0,0,135.33928792702187,NA,0,0.05326688271301843,0,0,0,0,0.1272281903225262,5.34074166163464,0,0,0.1606597914086201,0,0,0,0,0,0
0.08836456511931993,0,0,0,0.19534360902358208,0.004596988699211233,0,0,0.03543292162276734,0.008375403949268674,0.05419494405580643,0.010409915030062684,0,NA,0,0,0.03502268802395664,0.16746262224752126,0,15.123706272126894,0,0,0,0.0829435165298543,2.7309539200295503,0,0,0,0,0
0.059501298077174206,0,0,0,0.11543031442302576,0,0,0,0,0,0.48570165771226526,0,0.053266882713018424,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,318.21777777777777,0
0.10325717391289146,70.47145669291338,0.015712699374116696,0.18204452073370278,0.40366526293800253,0.12599187728172834,0,0.17206145687143135,0,0.15303247924628313,0.2062981753305427,0.4279643119002837,0,0,0,NA,0,0.09561934422376307,0,1.6127049695557614,0.2998785391187803,0,0,0,0,0,0,0,0,0
0.0036084782683416822,0,0,0.11663339202007947,0.024501099656192755,0,0,0,0.3359813174259634,1.8089446525207635,147.59953028679885,0.5483815624803736,0,0.03502268802395664,0,0,NA,1.2129872770088264,0,0,0,0,25.570363500456796,0,0,0,0.33862561483163073,0,0,0
0.004313526939496637,0.12749245896501743,0,0.2788440118580462,0,0,0.15659131807115295,0,0.08925057761262589,0,0,0.06555280278768102,0,0.16746262224752126,0,0.09561934422376306,1.2129872770088264,NA,90.83608456142002,0,0,1.4357032571134474,0,0,0,0,0.4047885572139303,0.4064822331855367,0,0
1.1773588082259283,0.04446148687250056,0,0.10372645387476595,0,0,0.014562498601695865,0.12604916822451503,0.04150011085205381,0.04904763372688444,0,0.060962038680783495,0,0,0,0,0,90.83608456142002,NA,0.2404091041110195,0.28833747231357815,0,0,0.36429734405210135,0,0,0.7528811777076762,0,3.814597967052226,3.188673223232511
1.089579917104529,0,0,0.20780482693178393,0,0,0.012283959703931847,0.05316336658750832,0,0.8481534001441152,0,0,0.1272281903225262,15.123706272126897,0,1.6127049695557614,0,0,0.2404091041110195,NA,0,5.255840414013323,0,0,0,0.140608276758659,0,3.0292553013821557,5.419355449115959,0
0.03381988674903215,0,152.33829787234043,0.0437251141998681,0,0.22696409098978013,0,0.05313508820102561,0,0,0,0.8223389898641859,5.34074166163464,0,0,0.2998785391187804,0,0,0.2883374723135781,0,NA,0,2.6008977685521537,0.40951155342026996,0,0.5621339404883411,2.5389716312056736,0,1.3541182033096928,0
0.08613242093226416,0,0.35388404698749526,0.05061774303925616,4.572291420076602,0,0.3411068022219893,0.30755531347884285,0,0,0.2065014247643659,0,0,0,0,0,0,1.4357032571134474,0,5.255840414013323,0,NA,0,349.3859778060279,11.501231527093596,3.253730936324142,0.7348009031198687,0,0,0
0.015507655387361085,0.028646933615005442,0.311494684177611,0,0,0,0.6192613734647985,0.3045547738351468,0,0.0948054871428193,1.2269206603073057,0.4713406405319114,0,0,0,0,25.570363500456796,0,0,0,2.6008977685521537,0,NA,4.224960660896931,0.5423344947735191,0,341.9870934959349,0,34.15020054200542,0
0.008545885361314577,0.03157323328535546,0.42914254204576785,0.3314645753860968,0,0,0.06204720506367727,0.6041973738987589,0.08841085443616302,0,0,0.12987208509279818,0.1606597914086201,0.0829435165298543,0,0,0,0,0.36429734405210135,0,0.40951155342026996,349.3859778060279,4.224960660896931,NA,0,0,0,0.8053156071444639,0,0
0,0.18237954630671166,0.2974677496416627,0,222.35714285714283,0,0,3.1798545019682094,0,2.897161470451373,0,0,0,2.7309539200295503,0,0,0,0,0,0,0,11.501231527093596,0.5423344947735191,0,NA,28.717712177121772,0,0,0,0
0.08211618258621091,0,0.23563251017125555,264.2029520295203,0,264.2029520295203,0,0,0,0.5737306232997184,0,0.1782745965111473,0,0,0,0,0,0,0,0.140608276758659,0.5621339404883411,3.2537309363241413,0,0,28.717712177121772,NA,0,0,0,0
0,0,0.19955128205128206,0,0,0.17778853794199442,0,0.10405621439367516,1.0962945950084215,0,0,0,0,0,0,0,0.33862561483163073,0.40478855721393037,0.752881177707676,0,2.5389716312056736,0.7348009031198687,341.9870934959349,0,0,0,NA,6.241195955369595,0,0
0,0,0.06679540821800235,0,0.09031576902554735,0.08926621151899301,0.09657556604053531,0,1.1008816016820966,299.5774058577406,0,0.4042879971089616,0,0,0,0,0,0.4064822331855367,0,3.0292553013821557,0,0,0,0.8053156071444638,0,0,6.241195955369595,NA,0,0
0.056516788522827065,0,0,0,0,0,4.513727344365643,0,0.29234522533557905,5.528213294727952,3.5398933125162633,0,0,0,318.21777777777777,0,0,0,3.814597967052226,5.41935544911596,1.3541182033096928,0,34.15020054200542,0,0,0,0,0,NA,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188673223232511,0,0,0,0,0,0,0,0,0,0,NA
